2019,amazing,aoc,baby,bad,beautiful,believe,best,better,birthday,bitch,cleared,damn,done,family,favorite,first,free,friend,friends,fun,game,girl,give,god,good,great,happy,hate,hi,high,home,hope,life,like,live,lol,love,money,morning,music,never,new,newyork,nice,nyfw,party,photo,play,pretty,read,ready,real,realdonaldtrump,right,shit,song,sotu,thank,thanks,TRUE,valentine,weekend,well,win,wish,women,world,wow,wrong,yes,lab_score,slang_count,exclam_count,text,date,location
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11,0,0,b'@ThomasCDee Not past the Knicks',Tue Feb 05 16:50:12 +0000 2019,"Queens, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.599090909,1,0,b'@Deborah96057656 @PatriotTrump45 @nickgiordano3 @McbroomRobbie @hillbillygnan @galo_pele @America3675\xe2\x80\xa6 https://t.co/iA7Bi3mPL4',Tue Feb 05 16:50:11 +0000 2019,"Queens, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.484,0,0,b'People stay asking me if I got my teeth done \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 like what \xf0\x9f\x98\xa9',Tue Feb 05 16:50:09 +0000 2019,"Queens, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0,0,"b'@sofiaschuch @NetflixBrasil Aqui nos EUA n\xc3\xa3o tem o 1 e 2, s\xc3\xb3 o 3. N\xc3\xa3o mere\xc3\xa7o isso. :/'",Tue Feb 05 16:50:08 +0000 2019,"Brooklyn, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3475,1,0,"b'Click the link in our bio to see currently open #Legal jobs like ""JDHuntr Attorney Law Jobs 27801 Director, Governm\xe2\x80\xa6 https://t.co/bbwIWuM3N6'",Tue Feb 05 16:50:07 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.388,3,0,b'#tvshoot #madamsecretary #madeinnyc #madeinnewyork #cbs #nywaterway @ W 38 St Ferry Term/ NY Waterway https://t.co/TJZzdlBvu5',Tue Feb 05 16:50:06 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.211428571,0,0,b'I\xe2\x80\x99ve been binge watching @DonutOperator \xe2\x80\x98s Breakdown / Sovereign citizen bingo YT vids lately. Hilarious content.',Tue Feb 05 16:50:02 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,1,0,b'@ittybittyfarms @Deborah96057656 @PatriotTrump45 @nickgiordano3 @McbroomRobbie @hillbillygnan @galo_pele\xe2\x80\xa6 https://t.co/RsBRZeCXKA',Tue Feb 05 16:50:02 +0000 2019,"Queens, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,0,b'Brady. Looks. incredible https://t.co/FVHNbSoC3D',Tue Feb 05 16:50:01 +0000 2019,"Manhattan, NY"
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,1,0,b'@sgt_stingray @LoudResister @Mari_Noy @TheOfficerTatum @AOC As a waitress she is #1 victim and perfect example of w\xe2\x80\xa6 https://t.co/RLOojWuCdO',Tue Feb 05 16:50:00 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.733333333,1,0,b'My diet has consisted of nothing but bagels and lukewarm water the past week I am the pinnacle of physical condition',Tue Feb 05 16:49:58 +0000 2019,"Bronx, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81,0,0,b'Maybe I should piss trolls off more and change my name to Former Trump supporter.',Tue Feb 05 16:49:57 +0000 2019,"Queens, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.649166667,0,0,b'A robust economy should lift all boats. What we\xe2\x80\x99re experiencing are willful destruction and depravation by gutting\xe2\x80\xa6 https://t.co/fkFXz8akOw',Tue Feb 05 16:49:55 +0000 2019,"Brooklyn, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47,0,0,b'This picture of Lexi as my screensaver will get me through the week I\xe2\x80\x99m sure of it',Tue Feb 05 16:49:54 +0000 2019,"Yonkers, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.248888889,1,0,b'She makes this look way too easy  \xf0\x9f\xa7\xa1\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbe#KidneyStrong #RoadToRecovery #AlexisNevaeh #AlexisNevaehStory #PepsiLexi\xe2\x80\xa6 https://t.co/SsKcY3YvEW',Tue Feb 05 16:49:52 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.044285714,1,0,b'@Skillz_38 Yea man been bulking',Tue Feb 05 16:49:51 +0000 2019,"Brooklyn, NY"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.217777778,2,0,b'@WayneDupreeShow I disagree I believe it will hold up. Here\xe2\x80\x99s a reason why. https://t.co/R5peCHKH3A',Tue Feb 05 16:49:49 +0000 2019,"Queens, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.196,1,0,"b'@AlexandreMega Muito bem, espero q ele \xc3\xb1 comece a ser alvo da midia suja q n\xc3\xa3o se conforma em ver pratos limpos.'",Tue Feb 05 16:49:48 +0000 2019,"Queens, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58,0,0,b'@jeskoyh T es une meuf \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',Tue Feb 05 16:49:47 +0000 2019,"Elmont, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.565454545,0,0,b'@kylemaggio @Schmeelk @WFAN660 Haha yep I think it\xe2\x80\x99s less: \xe2\x80\x9cMudiay is off limits\xe2\x80\x9d and more \xe2\x80\x9cWe aren\xe2\x80\x99t really shoppi\xe2\x80\xa6 https://t.co/MTUXa1sXe7',Tue Feb 05 16:49:46 +0000 2019,"Brooklyn, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6.645,0,0,b'Today\xe2\x80\x99s #playingcards #cardoftheday : 6 of Hearts \xe2\x99\xa5\xef\xb8\x8f \n.\n.\nToday it seems we are very well poised to win over someon\xe2\x80\xa6 https://t.co/YGk2RP9GKR',Tue Feb 05 16:49:45 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66,0,0,b'@RuFan130 What took u so long',Tue Feb 05 16:49:45 +0000 2019,"Queens, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.083529412,1,0,"b"".@fitfashionmfa students' technology-driven collections based on in-depth research from @museumatFIT holdings will\xe2\x80\xa6 https://t.co/hcwDTyjFNq""",Tue Feb 05 16:49:42 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.133846154,0,0,"b'Wenceslaus \'June\' Provost Jr. is a fourth-generation sugar cane farmer in New Iberia, Louisiana. ""I was lucky enoug\xe2\x80\xa6 https://t.co/ZaTQjZeJ4W'",Tue Feb 05 16:49:41 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.956666667,0,0,b'Just had to say bye to my dentist because I\xe2\x80\x99m moving to Massachusetts and it was actually emotional',Tue Feb 05 16:49:39 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.018571429,0,0,"b""Bcus he said he didn't agree with Trumpicana's policies. That's why. None of this was an accident https://t.co/CF0bEfelXT""",Tue Feb 05 16:49:35 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.788571429,0,0,"b'Black History: Langston Hughes @ Brooklyn, New York https://t.co/UURPrl2jR1'",Tue Feb 05 16:49:34 +0000 2019,"Brooklyn, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.615,0,0,"b'When two hearts are meant for each other, no distance is too far, no time is too long, and no other love can break\xe2\x80\xa6 https://t.co/10fMPNLIzw'",Tue Feb 05 16:49:33 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.893333333,0,0,b'#ad So much fun with @seinnefleming at the Darlings &amp; Devices event for nokiamobile &amp; cricketwireless . We got to p\xe2\x80\xa6 https://t.co/Se00LCrLAJ',Tue Feb 05 16:49:33 +0000 2019,"Manhattan, NY"
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.326,0,0,b'@owillis @AOC She really bothers them and it\xe2\x80\x99s awesome.  Blows up their heads',Tue Feb 05 16:49:31 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.327857143,0,0,b'Top health care aide to @SpeakerPelosi tells insurance execs privately that Democrats have major problems with \xe2\x80\x9cMed\xe2\x80\xa6 https://t.co/BxfT9szORM',Tue Feb 05 16:49:30 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58,0,0,b'Frame it https://t.co/8cLnDnXGqn',Tue Feb 05 16:49:29 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.446666667,0,0,b'The way I\xe2\x80\x99m starving right now',Tue Feb 05 16:49:28 +0000 2019,"Queens, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.128888889,0,2,b'Colombia la tragedia invisible! @petrogustavo @IvanDuque @intiasprilla @DavidRacero @LeilaChujfi @cielo_rusinque !\xe2\x80\xa6 https://t.co/fp8TNnWCLX',Tue Feb 05 16:49:28 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.651111111,0,0,b'@Terra_Fabulous That\xe2\x80\x99s the amount of money I have in my checking account at the moment \xf0\x9f\x98\xad\xf0\x9f\x91\x80',Tue Feb 05 16:49:28 +0000 2019,"Bronx, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,0,0,b'Why are we talking to #JessieJacksonJr for again..  #TheView https://t.co/6LEMHMaC31',Tue Feb 05 16:49:27 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.462,0,0,b'BEST \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc\nSLEEP \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc\nEVER\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc\n@eightsleep is going to be launching their new \xf0\x9f\x92\xa4 system in a couple of weeks and\xe2\x80\xa6 https://t.co/i2QCHj9W8a',Tue Feb 05 16:49:25 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.705,0,0,b'I used Shazam to discover Hunnybee by Unknown Mortal Orchestra. https://t.co/zEhwXbAoFu',Tue Feb 05 16:49:25 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.04,1,0,"b'Ah yes, the worst political ideologies: socialism, communism, fascism, and... kindness https://t.co/TtUUs7HOeE'",Tue Feb 05 16:49:25 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.376666667,0,0,"b'@FilmCritHULK I grew up in Worcester, catholic hs in shrewsbury'",Tue Feb 05 16:49:22 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.97,0,0,b'Incident on #PortJeffersonBranch at New York Penn Station https://t.co/HMMD7kvyNT',Tue Feb 05 16:49:19 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44,0,0,b'@dafinaprel You might have a point LMFAOOOOOO',Tue Feb 05 16:49:18 +0000 2019,"Manhattan, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55625,0,0,b'@avolosk I think a video game making me so angry I come close to destroying (more) personal property is not a flex\xe2\x80\xa6 https://t.co/Je6FoWa1Vn',Tue Feb 05 16:49:18 +0000 2019,"Brooklyn, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.752,0,0,b'The dude who should be your favorite rapper is dropping music this year let us all rejoice https://t.co/aCKdmRXY7K',Tue Feb 05 16:49:18 +0000 2019,"Queens, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,"b'@TJCarper1 That\xe2\x80\x99s great.Oh nothing special,it\xe2\x80\x99s when ppl tell you that you\xe2\x80\x99re not\nso special that you\xe2\x80\x99d point to an\xe2\x80\xa6 https://t.co/uqyxFUPlGz'",Tue Feb 05 16:49:12 +0000 2019,"Brooklyn, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.193913043,1,0,"b'#africanamericanhistorymonth #teamforeveryoung #trustyourdopeness @ Jamaica, New York https://t.co/lYYMzSRbep'",Tue Feb 05 16:49:09 +0000 2019,"Queens, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.173333333,0,0,b'@WS_Boogie I Am Telling You Bro You Gave Us G Funk Back With This Album',Tue Feb 05 16:49:09 +0000 2019,"Brooklyn, NY"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.724,0,2,b'I sit next to @lorrainecink. Her book is out today! Buy it? Yes! #POWERSOFAGIRL #sponsored #ad https://t.co/5tjqbKfD8c',Tue Feb 05 16:49:09 +0000 2019,Marvel Entertainment
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.438181818,0,2,"b'Gong Hay Fat Choy! \n\n#Repost @nycmayorsoffice\n\xe3\x83\xbb\xe3\x83\xbb\xe3\x83\xbb\nHappy Lunar New Year, New York City! Today will be an unseasonabl\xe2\x80\xa6 https://t.co/K6HOOVyj19'",Tue Feb 05 16:49:08 +0000 2019,"Brooklyn, NY"
